year,month,day,mean_windspeed,wind_direction,mean_tempurature,humidity,rainfall,duration,color
2019,1,1,18.4,360,12.3,65,Trace,0,Green
2019,1,2,16.5,350,13.5,65,Trace,0,Green
2019,1,3,9.2,360,14.7,77,Trace,0,Green
2019,1,4,14.4,320,17.9,84,0.3,0,Green
2019,1,5,12.6,320,18,89,Trace,0,Green
2019,1,6,14.9,330,17.7,79,Trace,0,Green
2019,1,7,12.5,90,18.6,77,0,0,Green
2019,1,8,16.3,320,18.3,82,Trace,0,Green
2019,1,9,17,100,18.6,75,0,0,Green
2019,1,10,12.7,80,19.7,78,0.3,0,Green
2019,1,11,9.2,270,21,80,0,0,Green
2019,1,12,8.9,310,20.2,80,0,0,Green
2019,1,13,15.6,100,19.8,82,0,0,Green
2019,1,14,15.4,90,19.5,79,Trace,0,Green
2019,1,15,12.6,70,19.4,83,0.8,0,Green
2019,1,16,18.4,360,16.5,64,0,0,Green
2019,1,17,14.3,10,16.2,62,0,0,Green
2019,1,18,11.8,60,16.9,67,0,0,Green
2019,1,19,13.2,70,19.6,69,Trace,0,Green
2019,1,20,12.8,60,20.9,72,Trace,0,Green
2019,1,21,17.2,40,17.6,57,0,0,Green
2019,1,22,18.5,20,15.6,44,0,0,Green
2019,1,23,10.8,60,15.8,48,0,0,Green
2019,1,24,14,80,17.7,61,0,0,Green
2019,1,25,11.9,270,19.3,56,0,0,Green
2019,1,26,12.9,100,19.1,58,0,0,Green
2019,1,27,16.3,90,17.5,63,0,0,Green
2019,1,28,15.8,80,18.5,60,0,0,Green
2019,1,29,17.2,100,19.5,58,0,0,Green
2019,1,30,16.5,80,20.2,67,0,0,Green
2019,1,31,10.5,260,21.6,72,0,0,Green
2019,2,1,16.3,40,18.7,60,Trace,0,Green
2019,2,2,22.8,70,19.6,75,0,0,Green
2019,2,3,10.1,60,22.1,77,Trace,0,Green
2019,2,4,13.4,90,21.9,78,0,0,Green
2019,2,5,20.1,80,21.6,75,0,0,Green
2019,2,6,14.2,150,23.1,78,0,0,Green
2019,2,7,19.4,150,24,71,Trace,0,Green
2019,2,8,20.5,90,23.3,77,Trace,0,Green
2019,2,9,35.2,80,21.2,81,Trace,0,Green
2019,2,10,30,80,19.5,81,Trace,0,Green
2019,2,11,15.3,320,17.8,81,Trace,0,Green
2019,2,12,12.4,50,19.1,78,0.2,0,Green
2019,2,13,11.5,60,21.6,73,0,0,Green
2019,2,14,22.7,90,21.7,76,0,0,Green
2019,2,15,21.8,80,21.7,77,Trace,0,Green
2019,2,16,16.8,60,23.3,72,0,0,Green
2019,2,17,32.2,90,20.1,79,0,0,Green
2019,2,18,26,90,18.7,84,30.4,0,Green
2019,2,19,19,80,22.4,81,21.4,110,Amber
2019,2,20,18.6,150,24,85,0.6,0,Green
2019,2,21,22,80,23.3,82,Trace,0,Green
2019,2,22,17.1,320,19.2,79,Trace,0,Green
2019,2,23,25.7,90,17.6,84,6.7,0,Green
2019,2,24,16.1,350,15.5,80,3.2,0,Green
2019,2,25,13.1,330,16.4,81,Trace,0,Green
2019,2,26,21.1,80,19.3,83,0.2,0,Green
2019,2,27,21.3,80,22.4,76,Trace,0,Green
2019,2,28,13.1,70,23.4,77,0,0,Green
2019,3,1,24.3,90,22,81,Trace,0,Green
2019,3,2,20.6,90,23.1,78,0,0,Green
2019,3,3,12.6,80,21.9,79,2.9,0,Green
2019,3,4,18.9,90,21.6,76,7.8,0,Green
2019,3,5,23,150,23.7,79,22.5,0,Green
2019,3,6,17.4,80,21.5,89,58.6,345,Amber
2019,3,7,17.2,40,17.9,90,30.2,0,Green
2019,3,8,26.8,80,17.4,86,6.9,0,Green
2019,3,9,19.5,320,18.2,91,5.2,0,Green
2019,3,10,15.5,340,17.3,85,2.3,0,Green
2019,3,11,11.7,350,18.1,75,3.9,0,Green
2019,3,12,13.9,100,20.4,69,0,0,Green
2019,3,13,23.1,80,22.2,64,Trace,0,Green
2019,3,14,21.9,90,20.7,80,20,0,Green
2019,3,15,15.1,40,18.6,76,0.8,0,Green
2019,3,16,18.8,90,21.2,57,Trace,0,Green
2019,3,17,25.3,90,22.1,69,0,0,Green
2019,3,18,18.1,60,22.3,77,0,0,Green
2019,3,19,13.4,100,23.8,78,Trace,0,Green
2019,3,20,19.3,150,24.8,79,Trace,0,Green
2019,3,21,14.3,200,25.7,76,0,0,Green
2019,3,22,12.9,140,26.1,78,Trace,0,Green
2019,3,23,24,90,20.2,87,4.6,0,Green
2019,3,24,19.5,90,17.5,87,0.9,0,Green
2019,3,25,13.8,320,19.7,85,0.5,0,Green
2019,3,26,18.7,90,22.9,78,0,0,Green
2019,3,27,18.7,80,23.5,77,0,0,Green
2019,3,28,10,340,24.8,78,Trace,0,Green
2019,3,29,13,220,25.1,80,3,0,Green
2019,3,30,17.6,90,24,80,Trace,0,Green
2019,3,31,36.5,90,22.9,76,0,0,Green
2019,4,1,25.2,100,21.1,74,Trace,0,Green
2019,4,2,25.7,90,22.1,69,0,0,Green
2019,4,3,19,100,24.3,71,Trace,0,Green
2019,4,4,22.1,90,23.2,73,0,0,Green
2019,4,5,10.3,240,24.4,71,0,0,Green
2019,4,6,11.5,220,25.8,70,0,0,Green
2019,4,7,11.5,230,26.4,74,0,0,Green
2019,4,8,11.6,40,26.7,78,Trace,0,Green
2019,4,9,14.5,190,27.2,74,0,0,Green
2019,4,10,13.8,230,27.8,73,0,0,Green
2019,4,11,12.5,210,27.6,74,0.9,155,Amber
2019,4,12,26.6,90,23,85,14.9,0,Green
2019,4,13,31.8,90,22.5,85,0.4,0,Green
2019,4,14,20.9,90,23.9,84,12.3,0,Green
2019,4,15,26.8,90,23.4,77,Trace,0,Green
2019,4,16,18,80,22.1,85,9.2,0,Green
2019,4,17,10.6,80,24.2,78,0,0,Green
2019,4,18,23.8,100,24.9,81,5.2,100,Amber
2019,4,19,22.8,80,25.5,82,19.8,430,Amber
2019,4,20,20.8,60,25.1,85,55.6,140,Red
2019,4,21,19.1,180,27.9,80,Trace,0,Green
2019,4,22,15.5,200,28.4,76,0,0,Green
2019,4,23,14,230,28.5,75,0,0,Green
2019,4,24,15.1,210,28.5,72,0,0,Green
2019,4,25,17.7,220,29.3,69,0,0,Green
2019,4,26,13.3,50,28.7,75,0,0,Green
2019,4,27,24.8,100,25.7,80,27.6,210,Amber
2019,4,28,25.4,90,25.8,80,Trace,0,Green
2019,4,29,19.4,100,27.3,77,0,0,Green
2019,4,30,14.7,150,27.3,75,Trace,0,Green
2019,5,1,19.3,320,24.9,74,Trace,0,Green
2019,5,2,16,40,22.7,81,3.5,0,Green
2019,5,3,18.3,100,22.5,75,8.1,0,Green
2019,5,4,29.2,90,23.2,71,7.4,0,Green
2019,5,5,31.9,90,22.7,88,6.6,0,Green
2019,5,6,21.4,90,22.9,84,15.5,0,Green
2019,5,7,22.1,90,21.3,83,14.3,0,Green
2019,5,8,20.4,80,21.2,84,22.1,0,Green
2019,5,9,11.4,50,23.2,85,4.9,0,Green
2019,5,10,9.8,70,25,82,0,0,Green
2019,5,11,15.4,80,26.5,68,0,0,Green
2019,5,12,19.9,90,27,67,0,0,Green
2019,5,13,19.1,80,27.1,80,0,0,Green
2019,5,14,12,150,28,79,0,0,Green
2019,5,15,14.3,200,29.2,78,0,0,Green
2019,5,16,24,220,30.4,74,0,0,Green
2019,5,17,25.5,210,30.5,74,0,0,Green
2019,5,18,21.7,220,31,71,Trace,0,Green
2019,5,19,19.2,200,31.2,72,0,0,Green
2019,5,20,14.2,230,29.8,78,1.9,155,Amber
2019,5,21,22.1,100,26,76,6.8,130,Amber
2019,5,22,14.6,80,26.8,75,Trace,0,Green
2019,5,23,21.5,90,27.5,80,0.3,0,Green
2019,5,24,27.7,90,26.5,82,0.1,0,Green
2019,5,25,20.5,100,28.3,78,Trace,0,Green
2019,5,26,15.6,130,27.5,82,19.3,135,Amber
2019,5,27,12.2,60,26.8,87,51.4,315,Amber
2019,5,28,12.3,70,26.5,86,63.3,130,Amber
2019,5,29,27.9,100,25.9,83,0.1,0,Green
2019,5,30,28.6,90,25.2,84,1.1,0,Green
2019,5,31,12.8,80,26.6,86,20.4,0,Green
2019,6,1,17.9,220,28.3,78,14.6,115,Amber
2019,6,2,16.1,230,27.9,79,8.9,0,Green
2019,6,3,18.3,220,28.6,76,25.2,0,Green
2019,6,4,11.8,210,28.6,82,26.3,100,Amber
2019,6,5,15.3,150,29.8,76,0.1,0,Green
2019,6,6,15.6,190,30.4,73,0,0,Green
2019,6,7,16.9,200,30.6,70,0,0,Green
2019,6,8,19,220,30.7,71,Trace,0,Green
2019,6,9,24.5,220,30.5,74,4,0,Green
2019,6,10,23.4,220,29.8,76,1.7,0,Green
2019,6,11,14,40,27.9,87,34.1,215,Amber
2019,6,12,15.1,80,29.2,82,2.6,0,Green
2019,6,13,17.5,220,28.7,81,56.3,350,Amber
2019,6,14,14.1,330,28.9,71,0.6,100,Amber
2019,6,15,15.8,100,29.4,64,0,0,Green
2019,6,16,26.4,100,28.9,71,0,0,Green
2019,6,17,23.2,100,29,78,1,0,Green
2019,6,18,14.2,150,29.5,79,18.9,0,Green
2019,6,19,12.5,170,30.1,77,5.3,0,Green
2019,6,20,15.5,200,30.9,72,Trace,0,Green
2019,6,21,22.8,210,31.4,71,Trace,0,Green
2019,6,22,22.2,220,31.4,72,0,0,Green
2019,6,23,21.8,220,30.9,74,Trace,0,Green
2019,6,24,19.7,210,29.2,81,13.9,0,Green
2019,6,25,11,60,28.2,83,9.3,140,Amber
2019,6,26,11.8,240,29.2,80,5.8,0,Green
2019,6,27,13.1,220,31.1,75,0,0,Green
2019,6,28,12.6,190,31,76,2,0,Green
2019,6,29,14.3,200,30.9,76,13.4,0,Green
2019,6,30,12.7,280,29.9,81,19.1,0,Green
2019,7,1,16.8,100,31,73,0.1,0,Green
2019,7,2,20.4,100,30,76,19.4,0,Green
2019,7,3,19.7,80,27.8,86,86.8,120,Amber
2019,7,4,19.9,180,29.7,76,6.6,0,Green
2019,7,5,20.8,200,30,74,2.4,0,Green
2019,7,6,21.1,210,30.4,74,0.4,0,Green
2019,7,7,22.1,200,30.2,75,4.4,0,Green
2019,7,8,22.1,200,30.8,72,0.3,0,Green
2019,7,9,25.4,210,30.5,74,0.2,0,Green
2019,7,10,17.4,220,28.7,83,29.9,0,Green
2019,7,11,12,210,29.4,81,6,0,Green
2019,7,12,20.1,200,30.7,72,Trace,0,Green
2019,7,13,23.9,210,30.7,71,0,0,Green
2019,7,14,21.2,210,30.8,73,Trace,0,Green
2019,7,15,13.3,150,31,72,0,0,Green
2019,7,16,10.5,250,31,71,0,0,Green
2019,7,17,12.5,230,31.5,73,0,0,Green
2019,7,18,11.1,250,32.4,67,Trace,0,Green
2019,7,19,14.2,240,30.3,78,2.9,110,Amber
2019,7,20,14.5,220,28.9,83,12.7,120,Amber
2019,7,21,10.8,220,29.8,78,Trace,0,Green
2019,7,22,11.2,50,29.4,78,0.6,0,Green
2019,7,23,13.8,90,29.9,74,0.2,0,Green
2019,7,24,15.2,150,30.2,77,2.5,0,Green
2019,7,25,13.8,210,30.7,73,Trace,0,Green
2019,7,26,15.1,220,31.2,71,Trace,0,Green
2019,7,27,14.4,230,31.4,69,0,0,Green
2019,7,28,11.9,90,29.4,75,84.9,0,Green
2019,7,29,16,60,30,72,0,0,Green
2019,7,30,24.9,90,29.8,76,8.8,0,Green
2019,7,31,30.5,70,27,85,99.2,330,Red
2019,8,1,32.7,100,27,88,104.8,215,Amber
2019,8,2,25.8,100,28.1,82,45.7,0,Green
2019,8,3,19.8,100,27.7,84,2.9,0,Green
2019,8,4,14,60,29.2,72,Trace,0,Green
2019,8,5,13.1,90,30.3,69,0,0,Green
2019,8,6,10.9,90,30.6,70,0.2,0,Green
2019,8,7,13.1,90,30.8,62,0,0,Green
2019,8,8,13.2,260,30.9,71,7.5,0,Green
2019,8,9,16.2,230,32,70,0,0,Green
2019,8,10,28.8,220,31.4,79,Trace,0,Green
2019,8,11,29.3,220,31.3,76,0,0,Green
2019,8,12,22.4,220,31.2,76,0.4,0,Green
2019,8,13,24,220,31.6,72,0,0,Green
2019,8,14,18,220,30.8,75,15.2,125,Amber
2019,8,15,21.4,230,30.3,74,0.3,0,Green
2019,8,16,18.5,230,30.5,77,30.9,0,Green
2019,8,17,12.8,220,29.1,80,12,115,Amber
2019,8,18,16.6,230,28.6,79,9.5,0,Green
2019,8,19,9.9,270,29.6,77,Trace,0,Green
2019,8,20,14.7,110,30.2,71,0,0,Green
2019,8,21,13.3,170,29.8,70,3.9,0,Green
2019,8,22,10.3,40,30.3,70,0,0,Green
2019,8,23,9.3,60,29.6,76,11.5,0,Green
2019,8,24,12.8,230,31.7,70,0,0,Green
2019,8,25,20.5,230,28.9,81,40.1,0,Green
2019,8,26,16.4,70,27.2,86,86.8,545,Red
2019,8,27,14.9,160,29.9,77,2.2,0,Green
2019,8,28,13.6,100,30.5,73,0,0,Green
2019,8,29,22.9,100,29.7,76,13.2,0,Green
2019,8,30,12.8,70,27.7,82,25.6,0,Green
2019,8,31,15,70,28.1,81,12.3,0,Green
2019,9,1,19.4,60,29.2,74,6.1,0,Green
2019,9,2,20.5,70,27.8,84,38.1,135,Amber
2019,9,3,23.3,40,29,75,0.1,0,Green
2019,9,4,19.1,80,27.8,82,51.9,0,Green
2019,9,5,17.4,100,28.9,77,0.6,0,Green
2019,9,6,12.4,60,30.2,69,Trace,130,Amber
2019,9,7,10,260,30.6,72,0,0,Green
2019,9,8,10.7,160,31,71,0,0,Green
2019,9,9,11,160,30.5,72,0,0,Green
2019,9,10,13.3,110,30.8,68,Trace,0,Green
2019,9,11,10.1,60,30.5,67,0.3,0,Green
2019,9,12,11.5,140,30.7,66,0,0,Green
2019,9,13,13.6,150,30.6,70,0,0,Green
2019,9,14,11.3,150,30,71,Trace,645,Amber
2019,9,15,10.2,60,29.8,70,Trace,0,Green
2019,9,16,10.8,340,29.1,76,13.7,0,Green
2019,9,17,11.4,320,28.3,81,39.1,0,Green
2019,9,18,11.7,150,29.2,75,Trace,0,Green
2019,9,19,14.3,150,29.3,64,Trace,0,Green
2019,9,20,16,340,29.5,49,0,0,Green
2019,9,21,22.8,350,29.5,42,0,0,Green
2019,9,22,20.9,360,28.8,37,0,0,Green
2019,9,23,12.3,60,28.1,50,0,0,Green
2019,9,24,12.2,60,27.9,64,0,0,Green
2019,9,25,11.8,120,27.6,66,0,0,Green
2019,9,26,12.6,110,28,64,0,0,Green
2019,9,27,9.7,120,27.8,66,0,0,Green
2019,9,28,10.9,140,28.1,67,0,0,Green
2019,9,29,10,140,29.1,65,0,0,Green
2019,9,30,11,220,30.4,53,0,0,Green
2019,10,1,10.2,220,30.7,49,0,0,Green
2019,10,2,14.5,210,29.8,64,0,0,Green
2019,10,3,13.6,260,29.2,64,0,0,Green
2019,10,4,11.3,150,28.5,67,0,0,Green
2019,10,5,10.5,150,29.3,61,0,0,Green
2019,10,6,19.6,80,27.3,74,23.8,0,Green
2019,10,7,21.5,100,27.5,77,29.9,0,Green
2019,10,8,16,110,28.9,68,Trace,0,Green
2019,10,9,20.7,110,28.9,66,0,0,Green
2019,10,10,13.7,100,28.3,70,Trace,0,Green
2019,10,11,9.6,250,28.6,67,0,0,Green
2019,10,12,10.6,150,29.2,70,0,0,Green
2019,10,13,12.4,40,27.4,78,6.7,0,Green
2019,10,14,14.5,50,26.6,78,15.4,0,Green
2019,10,15,19.7,110,27.1,63,0.3,0,Green
2019,10,16,18.2,80,26.6,56,0,0,Green
2019,10,17,13.3,40,26.7,61,0,0,Green
2019,10,18,13.6,30,26.7,59,0,0,Green
2019,10,19,12.4,40,26.4,62,0,0,Green
2019,10,20,12.5,70,26.1,66,0,0,Green
2019,10,21,13,150,25.4,66,0,0,Green
2019,10,22,14.8,110,25.6,60,0,0,Green
2019,10,23,16.3,100,26.2,63,0,0,Green
2019,10,24,15.2,60,26.8,63,0,0,Green
2019,10,25,19.3,100,26.8,65,0,0,Green
2019,10,26,19.2,100,26.9,66,0,0,Green
2019,10,27,11.5,40,25.8,70,0,0,Green
2019,10,28,19.5,320,24.9,72,0,0,Green
2019,10,29,17,50,22.9,58,0,0,Green
2019,10,30,16.8,40,24.4,48,0,0,Green
2019,10,31,14.8,40,25.3,54,0,0,Green
2019,11,1,15,60,26.6,65,0,0,Green
2019,11,2,16.4,90,26.2,67,0,0,Green
2019,11,3,9.6,60,26.8,62,0,0,Green
2019,11,4,19.6,40,26.3,39,0,0,Green
2019,11,5,14.7,40,24.5,45,0,0,Green
2019,11,6,12.8,70,24.2,59,0,0,Green
2019,11,7,17.2,40,24.6,46,0,0,Green
2019,11,8,19.8,40,23.9,41,0,0,Green
2019,11,9,16.7,40,23.2,51,0,0,Green
2019,11,10,12.8,80,23,61,0,0,Green
2019,11,11,14.2,110,23.6,59,0,0,Green
2019,11,12,19.7,90,24.2,70,0,0,Green
2019,11,13,13.8,80,25,69,0,0,Green
2019,11,14,16.7,40,23.3,55,0,0,Green
2019,11,15,14.2,90,23.4,63,0,0,Green
2019,11,16,14.7,100,23.5,66,0,0,Green
2019,11,17,13.3,80,24.2,71,0,0,Green
2019,11,18,15.9,320,24.3,66,0,0,Green
2019,11,19,16.7,360,20.3,56,0,0,Green
2019,11,20,13.6,40,20.9,58,0,0,Green
2019,11,21,12.7,50,22.1,57,0,0,Green
2019,11,22,12,90,22.7,54,0,0,Green
2019,11,23,11.3,100,23.5,71,0,0,Green
2019,11,24,10.5,70,24,68,0,0,Green
2019,11,25,18.7,100,25.3,62,0,0,Green
2019,11,26,18.1,110,22.7,67,Trace,0,Green
2019,11,27,13.2,70,23.5,68,0,0,Green
2019,11,28,19.3,40,20.5,53,0,0,Green
2019,11,29,16.5,40,19.4,56,0,0,Green
2019,11,30,14.1,50,21.2,60,0,0,Green
2019,12,1,16.7,320,21.6,63,0,0,Green
2019,12,2,24.9,360,17.2,49,0,0,Green
2019,12,3,18.4,30,16.5,32,0,0,Green
2019,12,4,20.1,30,17.9,27,0,0,Green
2019,12,5,24.2,40,16.4,33,Trace,0,Green
2019,12,6,24.6,10,17.2,27,Trace,0,Green
2019,12,7,19.3,40,16.9,26,Trace,0,Green
2019,12,8,17.5,50,16.2,34,0,0,Green
2019,12,9,11,130,17.6,47,0,0,Green
2019,12,10,8.5,150,18.3,57,0,0,Green
2019,12,11,11.3,100,19.5,49,0,0,Green
2019,12,12,16.8,100,20.1,56,0,0,Green
2019,12,13,17.2,90,20.5,62,0,0,Green
2019,12,14,15.1,80,20.6,63,0,0,Green
2019,12,15,21.6,80,20.5,73,0,0,Green
2019,12,16,19.6,80,22.1,68,0,0,Green
2019,12,17,10.7,260,23.6,68,0,0,Green
2019,12,18,15,90,23.4,73,0,0,Green
2019,12,19,20.8,90,19.8,80,Trace,0,Green
2019,12,20,14.9,40,19,66,0,0,Green
2019,12,21,10.9,60,19.3,73,0,0,Green
2019,12,22,9.1,320,20.8,73,0,0,Green
2019,12,23,20.4,90,20.9,75,0,0,Green
2019,12,24,16.5,80,21.5,71,0,0,Green
2019,12,25,13,70,21.1,72,0,0,Green
2019,12,26,17.8,320,21.2,69,0,0,Green
2019,12,27,16.4,30,17.7,55,0,0,Green
2019,12,28,12,70,18.7,61,0,0,Green
2019,12,29,10.1,60,18.7,82,10,0,Green
2019,12,30,11.8,90,21.2,85,Trace,0,Green
2019,12,31,18.5,100,19.9,81,0.1,0,Green
2020,1,1,17.9,110,18.7,72,0,0,Green
2020,1,2,12.8,70,18.6,73,0,0,Green
2020,1,3,12.2,70,19.9,74,0,0,Green
2020,1,4,12.9,70,20,74,0,0,Green
2020,1,5,21.6,100,21.3,68,0,0,Green
2020,1,6,24.8,100,22.3,69,0,0,Green
2020,1,7,8.8,60,23.2,75,0,0,Green
2020,1,8,16,100,22.7,61,0,0,Green
2020,1,9,26.6,90,20.3,69,0,0,Green
2020,1,10,15.8,80,21.4,72,Trace,0,Green
2020,1,11,15,320,20.6,76,0,0,Green
2020,1,12,16.6,330,17.2,59,0,0,Green
2020,1,13,13.5,40,18.7,66,Trace,0,Green
2020,1,14,18.5,90,20.1,65,0,0,Green
2020,1,15,27.2,90,20.5,72,0,0,Green
2020,1,16,19.7,80,20.9,76,Trace,0,Green
2020,1,17,19.7,320,17.6,63,Trace,0,Green
2020,1,18,12,60,18.2,61,0,0,Green
2020,1,19,15.3,330,17.3,71,0,0,Green
2020,1,20,10.5,60,17.5,67,0,0,Green
2020,1,21,20.2,80,19.4,72,0,0,Green
2020,1,22,12.4,70,21.2,76,Trace,0,Green
2020,1,23,11.5,60,22.7,78,0,0,Green
2020,1,24,16.7,80,22.7,80,Trace,0,Green
2020,1,25,18.5,100,20.7,81,3.8,0,Green
2020,1,26,23.1,340,15.1,85,24.8,0,Green
2020,1,27,19.3,360,12.4,64,Trace,0,Green
2020,1,28,16.7,20,12.4,56,0.2,0,Green
2020,1,29,15.9,30,13.4,43,0,0,Green
2020,1,30,16.9,30,14.8,30,0,0,Green
2020,1,31,14.1,40,15.1,39,0,0,Green
2020,2,1,21,90,16.7,60,0,0,Green
2020,2,2,24.2,80,18.1,70,0,0,Green
2020,2,3,18.6,80,19.1,71,0.3,0,Green
2020,2,4,12.4,50,17.2,82,6,0,Green
2020,2,5,18.3,90,18.1,76,0,0,Green
2020,2,6,26.9,90,18,71,0,0,Green
2020,2,7,14.3,40,19.2,75,0,0,Green
2020,2,8,14.5,40,17.3,70,0,0,Green
2020,2,9,12.1,50,16.3,67,Trace,0,Green
2020,2,10,12.2,70,16.7,70,0,0,Green
2020,2,11,16.7,70,18.1,81,2.5,0,Green
2020,2,12,10.3,60,20.1,88,Trace,0,Green
2020,2,13,13.2,70,20,88,26.7,105,Amber
2020,2,14,21.6,100,22.1,86,10.9,0,Green
2020,2,15,21.3,140,22.8,86,0.3,0,Green
2020,2,16,28.8,10,13,77,6.2,0,Green
2020,2,17,17.8,10,13.4,40,0,0,Green
2020,2,18,14.4,40,14.6,41,0,0,Green
2020,2,19,15.5,90,17.5,54,0,0,Green
2020,2,20,16,100,18.4,57,0,0,Green
2020,2,21,15.4,100,19.9,63,0,0,Green
2020,2,22,12.5,100,20.2,67,0,0,Green
2020,2,23,23.5,100,20.5,61,0,0,Green
2020,2,24,26.5,90,20.9,66,0,0,Green
2020,2,25,10.7,70,22.2,77,0,0,Green
2020,2,26,9.7,70,23.3,76,0,0,Green
2020,2,27,24.5,100,21.5,75,Trace,0,Green
2020,2,28,18.3,90,21.2,71,0,0,Green
2020,2,29,8.6,260,22.7,75,0,0,Green
2020,3,1,8.1,260,23.1,76,0,0,Green
2020,3,2,23.3,100,20.8,76,Trace,0,Green
2020,3,3,24.3,80,20.4,72,0,0,Green
2020,3,4,15,60,20.1,79,1.4,0,Green
2020,3,5,14.1,100,18.4,79,2.3,0,Green
2020,3,6,24.8,80,19.1,74,Trace,0,Green
2020,3,7,18.1,90,22.5,80,Trace,0,Green
2020,3,8,19.8,120,23.5,80,0,0,Green
2020,3,9,19.3,140,24.8,79,Trace,0,Green
2020,3,10,21,320,22.7,63,0.1,0,Green
2020,3,11,25.6,90,19.4,64,Trace,0,Green
2020,3,12,26.7,80,21.8,82,Trace,0,Green
2020,3,13,15.5,60,24.3,80,0,0,Green
2020,3,14,17.3,50,21.5,71,3.5,0,Green
2020,3,15,15.7,100,20.7,57,0,0,Green
2020,3,16,23.2,90,21,68,0,0,Green
2020,3,17,21.9,80,20.8,76,0,0,Green
2020,3,18,14.7,80,21.1,80,6.7,100,Amber
2020,3,19,13.1,80,21.3,86,1.9,0,Green
2020,3,20,15.5,80,21.7,85,Trace,0,Green
2020,3,21,18.6,90,23.2,87,0.1,0,Green
2020,3,22,10.6,50,24.6,80,0,0,Green
2020,3,23,13.5,250,25,76,0,0,Green
2020,3,24,20.9,90,23.7,74,0,0,Green
2020,3,25,20.1,80,23.7,75,0,0,Green
2020,3,26,15.7,80,24.1,82,1.8,0,Green
2020,3,27,15.8,80,25.1,79,2,0,Green
2020,3,28,11.2,310,22.6,86,5.2,0,Green
2020,3,29,34.2,90,21.8,81,Trace,0,Green
2020,3,30,16.6,320,20,93,11.6,0,Green
2020,3,31,12.8,320,19.2,95,4.7,0,Green
2020,4,1,13,90,19.3,87,0.3,0,Green
2020,4,2,30.7,80,21,81,0,0,Green
2020,4,3,26.2,90,21.1,83,3.1,0,Green
2020,4,4,13.2,50,20.9,87,3,0,Green
2020,4,5,15.7,90,18.2,89,13.5,0,Green
2020,4,6,14.7,80,17.4,88,22.8,0,Green
2020,4,7,9.8,40,19.1,78,Trace,0,Green
2020,4,8,13.2,80,21.6,62,0,0,Green
2020,4,9,14,80,22.5,56,0,0,Green
2020,4,10,23,90,22.7,60,0,0,Green
2020,4,11,13.3,70,23.1,85,19.3,0,Green
2020,4,12,22.1,20,20.9,50,3.3,0,Green
2020,4,13,15.7,40,20,32,0,0,Green
2020,4,14,8.7,150,21.1,52,0,0,Green
2020,4,15,9.3,260,22.1,59,0,0,Green
2020,4,16,11.5,150,23,68,0,0,Green
2020,4,17,13.3,70,24.8,69,0,0,Green
2020,4,18,10.2,60,24.8,73,Trace,0,Green
2020,4,19,9.9,50,26.4,76,0,0,Green
2020,4,20,12.8,230,26.7,76,0,0,Green
2020,4,21,16.2,150,27.1,74,0,0,Green
